input,output,hamming_distance
1010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010,1010101010101010101010101000101010101010101010101010101010101010101010101010101010101010101010101010101010101000100000101010101010101010101010101010101010101010111010101010101010111010101010101010101010101010101000101010101010101010101010101010101010101010,7
1010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010,1010101010101010101010101010101010101010101010101110101010101010001010101010101010101010101010101010101010101010101010101010101110101010101010101010101010001010101010101010101010101010101010101010101011101010111010101010101011101010101010101010101010100010,8
1010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010,1010101010101010101010101010101010101010101010101010101010101010101000101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010111011101010101010101010101010101010101010101010,3
1010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010,1010001010101010101010101010101010101000101000101010101010101010101010101010101010101010101010101010101010101010101010101010011010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010111010,6
1010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010,1010101010101010101011101010101010101010101000101010101010101110101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010001010101010101010101010101110,5
1010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010,1010101010100010101010101010101010111010101011101010101010101010100010101000101010101010101010101010101000101000101010101010111010101011101010101010101010101010101010101010101010101010101010101010101010111010101010101010101010100010001010101010101010101000,13
1010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010,1010101010101010101010101010101010111010101010101010101010101010101010101010101010101010101010101010101010101010101010111010001010101010101010101010101010101010101010101010101010111010101010101010101010101010101010101010101010101010101010001010101010101010,5
1010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010,1010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101111101011101010101010101010101010101010101010101110101010101010101010001010101010101110101010101010101010101010101010101010101010101010101010,6
1010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010,1010101010101010101010101010101010101010101010101010101110101010101010101010101000101010101000101110101110101010101010101010101010101010101010111010101010101010101010101010100010101010101010001010101010101010101010101010101010101010101010101010101010101010,8
1010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010,1010101010101010101010101010101010101010101010101010101010101010001010101010101010101010101010001010101010101010101010101010101010101110101010101010101010101010101010101010101010111010101010101010101010101010101010101010001010101011101010101000101010101010,7
