input,output,hamming_distance
10101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010,10101000101010101010001010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010,2
10101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010,10101010101010101010101010101110101010101010101010101010101010101010101010101010101010101010101010100010101010101010101010100010,3
10101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010,10101010101001101010101010101010101010101010101010101010101010001010101010101010101010101010101010101010101010101010101110101010,4
10101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010,10101010101010101010101010101010101010101010101010101010100110101010101110101010101010101010101010101010101010101010101010101010,3
10101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010,10101010101010101010101010101010101010101010101010101010101010101010100010101010101010101010111010101010101010101010101010101011,3
10101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010,10101010101010101010101010101010001010101010101000101000101010100010101010101010101010101010111010101010101010101010101110101010,6
10101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010,00101010101010101010101010101010101010101010101010101010101010101010101010101000101010101010101010101010001010101010101010001000,5
10101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010,10101010101010101010101010101010101010101000101010101010101010101010101010101010101010101010101010101010101010111010111010101010,3
10101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010,10100010101010101110101010101010101010101010101001111010101110101010101010101010101000101010100010101010101010101010101010101010,8
10101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010,10101010111010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101000101010101010,2
10101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010,10101010101110101010101010101010101010101010101010101010101010101010101010101010001000101010101010101010101010101010100010101010,4
10101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010,10101010101010101010111011101010001010101010101010101010101010101010101010100010101010001010101011101010101010101010101010101110,7
